HoleID,HoleType,Year,Property,Prospect,Grid,Easting,Northing,Elevation,NewsRelease,Length_m,Dip,Azimuth
TS070,DDH,1979,TOM,Exploration,NAD83 / UTM zone 9N,440979.71,7005347.43,1377.47,Historical,140.82,-50,354.03
TS071,DDH,1979,TOM,Exploration,NAD83 / UTM zone 9N,441191.67,7005255.29,1408.67,Historical,189.28,-50,340.03
TS072,DDH,1979,TOM,Tom Exploration,NAD83 / UTM zone 9N,441588.75,7004945.72,1484.21,Historical,178.92,-60,65.03
TS073,DDH,1979,TOM,Tom Exploration,NAD83 / UTM zone 9N,442232.38,7003475.43,1615.8,Historical,142.04,-80,335.03
TS074,DDH,1979,TOM,Tom Southeast,NAD83 / UTM zone 9N,442394.72,7003570.9,1642.23,Historical,154.84,-60,312.03
TS075,DDH,1979,TOM,Tom Exploration,NAD83 / UTM zone 9N,442617.06,7004276.35,1892.76,Historical,81.08,-50,273.03
TS076,DDH,1979,TOM,Tom Exploration,NAD83 / UTM zone 9N,442617.06,7004276.35,1892.76,Historical,89,-70,273.03
TS077,DDH,1979,TOM,Tom Southeast,NAD83 / UTM zone 9N,442433.33,7003630.31,1646.05,Historical,90.53,-60,312.03
TS078,DDH,1979,TOM,Tom Southeast,NAD83 / UTM zone 9N,442481.51,7003582.74,1667.68,Historical,170.38,-70,312.03
TS079,DDH,1979,TOM,Tom Southeast,NAD83 / UTM zone 9N,442447.08,7003520.92,1663.49,Historical,211.23,-85,312.03
TS080,DDH,1979,TOM,Tom Southeast,NAD83 / UTM zone 9N,442446.28,7003521.95,1663.3,Historical,164.74,-60,312.03
TS081,DDH,1979,TOM,Tom Southeast,NAD83 / UTM zone 9N,442474.19,7003680.67,1671.805,Historical,174.04,-50,312.03
TS082,DDH,1979,TOM,Tom Exploration,NAD83 / UTM zone 9N,442505.44,7003804.5,1750.98,Historical,240.79,-60,309.03
TS083,DDH,1980,TOM,Tom West,NAD83 / UTM zone 9N,442025.34,7003802.99,1533.85,Historical,132.66,-45,67.03
TS084,DDH,1980,TOM,Tom West,NAD83 / UTM zone 9N,442025.34,7003802.99,1533.85,Historical,123.3,-85,67.03
TS085,DDH,1980,TOM,Tom West,NAD83 / UTM zone 9N,441972.11,7003908.32,1536,Historical,57.65,-45,67.03
TS086,DDH,1980,TOM,Tom West,NAD83 / UTM zone 9N,441972.11,7003908.32,1536,Historical,94.5,-78,67.03
TS087,DDH,1980,TOM,Tom West,NAD83 / UTM zone 9N,441911.39,7004019.38,1538.65,Historical,80.77,-45,67.03
TS088,DDH,1980,TOM,Tom West,NAD83 / UTM zone 9N,441911.39,7004019.38,1538.65,Historical,107.29,-80,67.03
TS089,DDH,1980,TOM,Tom East,NAD83 / UTM zone 9N,442003.4,7004302.16,1656.18,Historical,103.94,-50,67.03
TS090,DDH,1980,TOM,Tom East,NAD83 / UTM zone 9N,442003.4,7004302.16,1656.18,Historical,175.68,-60,67.03
TS091,DDH,1980,TOM,Tom East,NAD83 / UTM zone 9N,441991.78,7004358.47,1633.93,Historical,142.13,-60,67.03
TS091W1,DDH,1980,TOM,Tom East,NAD83 / UTM zone 9N,441991.78,7004358.47,1633.93,Historical,153.41,-60,67.03
TS092,DDH,1980,TOM,Tom East,NAD83 / UTM zone 9N,441991.78,7004358.47,1633.93,Historical,111.25,-45,67.03
TS093,DDH,1980,TOM,Tom Exploration,NAD83 / UTM zone 9N,442168.82,7003483.72,1606.63,Historical,125.58,-72,1.03
TS17-001,DDH,2017,TOM,Tom West,NAD83 / UTM zone 9N,441827.01,7003906.5,1484.276,2017-09-12,190.04,-45,66.03
TS17-002,DDH,2017,TOM,Tom West,NAD83 / UTM zone 9N,442020.95,7003824.91,1535.558,2017-09-12,64,-45,66.03
TS17-003,DDH,2017,TOM,Tom West,NAD83 / UTM zone 9N,442021.79,7003825.11,1535.656,2017-09-12,50,-55,66.03
TS17-004,DDH,2017,TOM,Tom West,NAD83 / UTM zone 9N,442017.56,7003756.7,1531.475,2017-09-12,86.5,-67,66.03
TS17-005,DDH,2017,TOM,Tom West,NAD83 / UTM zone 9N,441874.6,7004026.96,1522.195,2017-09-12,112.7,-58,66.03
TS17-006,DDH,2017,TOM,Tom West,NAD83 / UTM zone 9N,441904.42,7003735.32,1530.292,2017-12-05,269.3,-75,66.03
TS17-007,DDH,2017,TOM,Tom East,NAD83 / UTM zone 9N,442016.13,7004270.63,1662.452,2017-12-05,164,-45,84.03
TS18-001,DDH,2018,TOM,Tom West,NAD83 / UTM zone 9N,442015.72,7003369.15,1686.713,2019-01-02,442,-75,69.03
TS18-002,DDH,2018,TOM,Tom West,NAD83 / UTM zone 9N,441774.74,7003477.13,1635.87,2018-10-10,626.5,-82.5,31.03
TS18-003,DDH,2018,TOM,Tom West,NAD83 / UTM zone 9N,442092.63,7003486.62,1613.177,2018-10-10,266,-83,65.03
TS18-004,DDH,2018,TOM,Tom East,NAD83 / UTM zone 9N,442254.99,7004494.09,1682.921,2018-09-20,422,-65,238.03
TS18-005,DDH,2018,TOM,Tom West,NAD83 / UTM zone 9N,441986.23,7003626.21,1577.181,2018-10-10,413.5,-68,52.03
TS18-006,DDH,2018,TOM,Tom West,NAD83 / UTM zone 9N,442089.96,7003486.33,1612.939,2019-01-02,142,-70,67.04
TS18-007,DDH,2018,TOM,Tom West,NAD83 / UTM zone 9N,441902.87,7004055.95,1538.928,2018-10-10,135.5,-49.93,65.79
TS18-008,DDH,2018,TOM,Tom West,NAD83 / UTM zone 9N,442022.34,7003608.88,1579.217,2018-10-10,278.5,-82.67,64.32
TS18-009,DDH,2018,TOM,Tom West,NAD83 / UTM zone 9N,441875.87,7004111.45,1538.339,2018-10-31,60,-84.36,59.96
TS18-010,DDH,2018,TOM,Tom East,NAD83 / UTM zone 9N,442254.58,7004491.26,1683.159,2018-10-31,326,-49.92,243.92
TS18-011,DDH,2018,TOM,Tom West,NAD83 / UTM zone 9N,441901.55,7004055.5,1538.927,2018-10-31,83,-74.19,59.76
TS18-012,DDH,2018,TOM,Tom West,NAD83 / UTM zone 9N,442022.21,7003608.84,1579.216,2018-11-13,305,-88,65.03
TS18-013,DDH,2018,TOM,Tom Exploration,NAD83 / UTM zone 9N,442405.47,7003953.84,1724.016,2018-11-13,368,-50,261.03
TS18-014,DDH,2018,TOM,Tom West,NAD83 / UTM zone 9N,442043.55,7003581.03,1583.273,2018-11-13,212.5,-67.84,75.57
TS19-001,DDH,2019,TOM,Tom North,NAD83 / UTM zone 9N,441686.25,7004447.51,1442.154,2019-08-20,110,-51,77.03
TS19-002,DDH,2019,TOM,Tom North,NAD83 / UTM zone 9N,441716.43,7004332.2,1465.872,2019-08-20,119,-51,74.53
TS19-003,DDH,2019,TOM,Tom North,NAD83 / UTM zone 9N,441628.32,7004602.4,1416.88,2019-08-20,125,-52,58.53
TS19-004,DDH,2019,TOM,Tom West,NAD83 / UTM zone 9N,442043.43,7003582.05,1583.24,2019-08-20,234,-77,91.53
TS19-005,DDH,2019,TOM,Tom North,NAD83 / UTM zone 9N,441803.53,7004294.77,1519.149,2019-08-20,45,-50,76.53
TS19-006,DDH,2019,TOM,Tom North,NAD83 / UTM zone 9N,441803.31,7004294.68,1519.132,2019-08-20,54,-60.8,71.63
TS19-007,DDH,2019,TOM,Tom East,NAD83 / UTM zone 9N,442002.34,7004363,1637.678,2019-09-10,330,-65.2,56.43
TS19-008,DDH,2019,TOM,Tom North,NAD83 / UTM zone 9N,441746.7,7004540.67,1474.073,2019-09-10,84,-50.4,60.43
TS19-009,DDH,2019,TOM,Tom North,NAD83 / UTM zone 9N,441770.21,7004425.67,1487.214,2019-09-10,45,-50,65.03
TS19-010,DDH,2019,TOM,Tom Exploration,NAD83 / UTM zone 9N,440256,7005942.9,1210.747,2020-01-07,184.8,-50,318.03
TS21-001,DDH,2021,TOM,Tom East,NAD83 / UTM zone 9N,442063.565,7004321.926,1678.467,2022-01-12,402.7,-82,61.85
TS21-002,DDH,2021,TOM,Tom East,NAD83 / UTM zone 9N,442197,7004428,1688,2022-03-10,48.07,-89,236.84
TS21-003,DDH,2021,TOM,Tom East,NAD83 / UTM zone 9N,442198.908,7004430.65,1687.613,2022-03-10,401.5,-89,236.84
TS22-001,DDH,2022,TOM,Tom West,NAD83 / UTM zone 9N,441993.566,7003679.43,1545.328,2023-03-06,200,-80,59.67
TS22-002,DDH,2022,TOM,Tom East,NAD83 / UTM zone 9N,442063.105,7004321.887,1676.818,2023-03-06,172,-90,59.67
TS22-003,DDH,2022,TOM,Tom West,NAD83 / UTM zone 9N,441994.476,7003679.688,1545.135,2023-03-06,125,-55,65.66
TS22-004,DDH,2022,TOM,Tom West,NAD83 / UTM zone 9N,441993.148,7003679.283,1545.297,2023-03-06,214.2,-89,65.03
TS22-005,DDH,2022,TOM,Tom West,NAD83 / UTM zone 9N,442045.631,7003766.554,1532.517,2023-03-06,128,-50,62.67
TS22-006,DDH,2022,TOM,Tom West,NAD83 / UTM zone 9N,442043.595,7003581.813,1581.415,2023-03-06,190.5,-75,48.67
TS22-007,DDH,2022,TOM,Tom West,NAD83 / UTM zone 9N,441942.864,7003968.854,1537.629,2023-03-06,86,-80,65.67
TS22-008,DDH,2022,TOM,Tom West,NAD83 / UTM zone 9N,441944.537,7003969.549,1537.55,2023-03-06,61,-45,65.67
TS22-009,DDH,2022,TOM,Tom West,NAD83 / UTM zone 9N,442043.027,7003581.28,1581.236,2023-03-06,335,-89,48.67
TS23-001,DDH,2023,TOM,Tom North,NAD83 / UTM zone 9N,441763.39,7004227.102,1493.321,2024-02-01,143,-49.12,75.08
TS23-002,DDH,2023,TOM,Tom North,NAD83 / UTM zone 9N,441762.631,7004227.038,1493.18,2024-02-01,182,-79.72,74.97
TS23-003,DDH,2023,TOM,Tom West,NAD83 / UTM zone 9N,441677.233,7004024.725,1444.617,2024-02-01,299,-68.51,74.17
TS23-004,DDH,2023,TOM,Tom West,NAD83 / UTM zone 9N,441693.435,7003883.42,1463.124,2024-02-01,369.33,-71.48,68.41
TS23-005,DDH,2023,TOM,Tom West,NAD83 / UTM zone 9N,441760.199,7003769.868,1508.186,2024-02-01,407,-73.83,72.87
TS23-006,DDH,2023,TOM,Tom West,NAD83 / UTM zone 9N,441779.519,7004076.289,1483.005,2024-02-01,137,-49.91,66.28
TS23-007,DDH,2023,TOM,Tom West,NAD83 / UTM zone 9N,441778.816,7004076.37,1482.867,2024-02-01,215,-78.12,64.57
TS23-008,DDH,2023,TOM,Tom West,NAD83 / UTM zone 9N,441815.087,7003716.131,1536.465,2024-02-01,428,-87.42,83.02
TS23-009,DDH,2023,TOM,Tom West,NAD83 / UTM zone 9N,442363.009,7003105.99,1747.29,2024-02-01,749,-81.26,353.11
TS23-009D1,DDH,2023,TOM,Tom West,NAD83 / UTM zone 9N,442363.009,7003105.99,1747.29,2024-02-01,747.5,-81.26,353.11
TS23-009D2,DDH,2023,TOM,Tom West,NAD83 / UTM zone 9N,442363.009,7003105.99,1747.29,2024-02-01,821,-81.26,353.11
TS88-001,DDH,1988,TOM,Tom West,NAD83 / UTM zone 9N,441882.78,7003417.71,1634.41,Historical,649.8,-85.5,66.03
TS88-002,DDH,1988,TOM,Tom Exploration,NAD83 / UTM zone 9N,442231.54,7003323.66,1716.15,Historical,448.4,-85,1.03
TS88-003,DDH,1988,TOM,Tom Southeast,NAD83 / UTM zone 9N,442539.59,7003410.87,1742.29,Historical,486.3,-85.5,311.03
TS88-004,DDH,1988,TOM,Tom West,NAD83 / UTM zone 9N,441869.2,7003328.2,1607.08,Historical,641.2,-85.5,66.03
TS88-004W1,DDH,1990,TOM,Tom West,NAD83 / UTM zone 9N,441869.2,7003328.2,1607.08,Historical,372.8,-85.5,69.03
TS89-005,DDH,1989,TOM,Tom Exploration,NAD83 / UTM zone 9N,442438.26,7003210.89,1746.63,Historical,593.4,-90,1.03
TS89-006,DDH,1989,TOM,Tom Southeast,NAD83 / UTM zone 9N,442695.89,7003619.48,1757.26,Historical,494.1,-87.5,311.03
TS89-007,DDH,1989,TOM,Tom West,NAD83 / UTM zone 9N,441975.17,7003247.23,1653.89,Historical,687,-87,51.03
TS89-007W1,DDH,1990,TOM,Tom West,NAD83 / UTM zone 9N,441975.17,7003247.23,1653.89,Historical,617.5,-87,51.03
TS89-008,DDH,1989,TOM,Exploration,NAD83 / UTM zone 9N,441001.35,7005641.19,1392.28,Historical,400.5,-48,202.83
TS90-009,DDH,1990,TOM,Tom West,NAD83 / UTM zone 9N,442035.25,7003189.91,1656.96,Historical,645,-86,61.03
TS90-009W1,DDH,1990,TOM,Tom West,NAD83 / UTM zone 9N,442035.25,7003189.91,1656.96,Historical,548.6,-86,61.03
TS90-010,DDH,1990,TOM,Tom Southeast,NAD83 / UTM zone 9N,442855.14,7003254.59,1847.5,Historical,797.1,-86,311.03
TS90-011,DDH,1990,TOM,Tom Exploration,NAD83 / UTM zone 9N,442407.82,7003333.58,1719.14,Historical,474,-85.5,331.03
TS90-012,DDH,1990,TOM,Tom West,NAD83 / UTM zone 9N,442055.58,7002956.65,1712.5,Historical,945.2,-86,61.03
TS91-013,DDH,1991,TOM,Tom West,NAD83 / UTM zone 9N,441917.57,7004016.86,1538.65,Historical,394.4,-55,66.03
TS91-014,DDH,1991,TOM,Tom West,NAD83 / UTM zone 9N,442045.79,7003766.54,1534.77,Historical,522.4,-65,66.03
TS91-015,DDH,1991,TOM,Tom Exploration,NAD83 / UTM zone 9N,442251.91,7004493.1,1683,Historical,553.5,-86,246.03
TS91-016,DDH,1991,TOM,Exploration,NAD83 / UTM zone 9N,439827.06,7005130.58,1259.285,Historical,476.4,-75,6.03
TS91-017,DDH,1991,TOM,Exploration,NAD83 / UTM zone 9N,440767.96,7005739.66,1311.703,Historical,126.5,-70,1.03
TS91-018,DDH,1991,TOM,Tom Exploration,NAD83 / UTM zone 9N,441476.91,7005246.46,1497,Historical,246.1,-65,141.03
TS91-019,DDH,1991,TOM,Exploration,NAD83 / UTM zone 9N,439208.01,7004995.4,1198.548,Historical,419.4,-70,1.03
TS91-020,DDH,1991,TOM,Tom Exploration,NAD83 / UTM zone 9N,442410.98,7003954.83,1723.03,Historical,144.8,-60,344.03
TU001,UDDH,1970,TOM,Tom East,NAD83 / UTM zone 9N,442084.28,7004359.79,1441.8,Historical,44.2,-2,45.8
TU002,UDDH,1970,TOM,Tom East,NAD83 / UTM zone 9N,442078.83,7004350.89,1441.3,Historical,68.58,0,71.68
TU003,UDDH,1970,TOM,Tom West,NAD83 / UTM zone 9N,442028.11,7003801.85,1441.98,Historical,10.67,0,67.48
TU004,UDDH,1970,TOM,Tom West,NAD83 / UTM zone 9N,442023.82,7003799.23,1441.98,Historical,33.83,0,247.48
TU005,UDDH,1970,TOM,Tom East,NAD83 / UTM zone 9N,442084.4,7004399.45,1441.62,Historical,53.34,0,56.78
TU006,UDDH,1970,TOM,Tom East,NAD83 / UTM zone 9N,442080.94,7004397.51,1441.62,Historical,15.24,0,240.78
TU007,UDDH,1970,TOM,Tom East,NAD83 / UTM zone 9N,442118.79,7004350.05,1441.68,Historical,46.63,0,60.66
TU008,UDDH,1970,TOM,Tom East,NAD83 / UTM zone 9N,442115.03,7004347.92,1441.68,Historical,13.41,0,240.66
TU009,UDDH,1970,TOM,Tom East,NAD83 / UTM zone 9N,442053.99,7004326.56,1441.53,Historical,120.4,20,45.83
TU010,UDDH,1970,TOM,Tom East,NAD83 / UTM zone 9N,442053.99,7004326.56,1443,Historical,105.46,-20,45.83
TU011,UDDH,1970,TOM,Tom East,NAD83 / UTM zone 9N,442118.27,7004348.34,1441.78,Historical,60.66,0,122.85
TU012,UDDH,1970,TOM,Tom East,NAD83 / UTM zone 9N,442072.37,7004431.78,1441.89,Historical,15.24,0,246.13
TU013,UDDH,1970,TOM,Tom East,NAD83 / UTM zone 9N,442076.55,7004432.94,1441.89,Historical,15.85,0,66.13
TU014,UDDH,1970,TOM,Tom East,NAD83 / UTM zone 9N,442088.4,7004380.4,1441.81,Historical,12.5,0,57.55
TU015,UDDH,1970,TOM,Tom West,NAD83 / UTM zone 9N,442046.34,7003674.41,1442.94,Historical,23.16,0,66.66
TU016,UDDH,1970,TOM,Tom West,NAD83 / UTM zone 9N,442033.07,7003734.57,1442.57,Historical,124,0,65.63
TU017,UDDH,1970,TOM,Tom West,NAD83 / UTM zone 9N,442029.59,7003732.3,1442.46,Historical,22.25,0,243.46
TU018,UDDH,1970,TOM,Tom West,NAD83 / UTM zone 9N,442005.68,7003857.39,1441.64,Historical,18.9,0,66.81
TU019,UDDH,1970,TOM,Tom West,NAD83 / UTM zone 9N,442001.37,7003856.08,1441.67,Historical,28.04,0,246.81
TU020,UDDH,1970,TOM,Tom West,NAD83 / UTM zone 9N,441977.65,7003908.72,1441.57,Historical,22.25,0,66.25
TU021,UDDH,1970,TOM,Tom East,NAD83 / UTM zone 9N,442053.44,7004326.1,1443.74,Historical,90.53,45,45.83
TU022,UDDH,1970,TOM,Tom East,NAD83 / UTM zone 9N,442052.94,7004324.12,1442.68,Historical,98.76,0,117.02
TU023,UDDH,1970,TOM,Tom East,NAD83 / UTM zone 9N,442061.87,7004493.88,1441.97,Historical,10.67,0,64.26
TU024,UDDH,1970,TOM,Tom East,NAD83 / UTM zone 9N,442057.04,7004492.61,1441.96,Historical,81.99,0,249.66
TU025,UDDH,1970,TOM,Tom East,NAD83 / UTM zone 9N,442057.28,7004493.65,1444.96,Historical,28.65,0,289.7
TU026,UDDH,1970,TOM,Tom East,NAD83 / UTM zone 9N,442057.04,7004492.61,1440.69,Historical,109.12,-40,249.66
TU027,UDDH,1970,TOM,Tom East,NAD83 / UTM zone 9N,442057.41,7004492.49,1443.83,Historical,30.18,40,249.66
TU028,UDDH,1970,TOM,Tom West,NAD83 / UTM zone 9N,442083.28,7003617.86,1443.17,Historical,29.57,0,68.55
TU029,UDDH,1970,TOM,Tom West,NAD83 / UTM zone 9N,442080.32,7003616.04,1443.25,Historical,11.28,0,248.55
TU030,UDDH,1970,TOM,Tom East,NAD83 / UTM zone 9N,442120.99,7004443.41,1442.99,Historical,63.09,25,246.93
TU031,UDDH,1970,TOM,Tom East,NAD83 / UTM zone 9N,442120.93,7004443.39,1440.89,Historical,65.84,-40,246.93
TU032,UDDH,1970,TOM,Tom East,NAD83 / UTM zone 9N,442057.31,7004522.86,1441.95,Historical,53.34,0,247.23
TU033,UDDH,1970,TOM,Tom East,NAD83 / UTM zone 9N,442061.69,7004525.11,1441.95,Historical,15.54,0,67.23
TU034,UDDH,1970,TOM,Tom East,NAD83 / UTM zone 9N,442121.78,7004443.7,1440.53,Historical,62.79,-70,246.94
TU035,UDDH,1970,TOM,Tom West,NAD83 / UTM zone 9N,442099.01,7003600.13,1442.93,Historical,17.07,0,66.23
TU036,UDDH,1970,TOM,Tom West,NAD83 / UTM zone 9N,442094.3,7003598.52,1443.13,Historical,7.92,0,226.53
TU037,UDDH,1970,TOM,Tom West,NAD83 / UTM zone 9N,442078.66,7003653.85,1443.3,Historical,12.2,0,65.15
TU038,UDDH,1970,TOM,Tom West,NAD83 / UTM zone 9N,442074.96,7003652.04,1443.13,Historical,14.33,0,244.41
TU039,UDDH,1970,TOM,Tom West,NAD83 / UTM zone 9N,442023.5,7003644.39,1441.71,Historical,77.11,-60,65.03
TU040,UDDH,1970,TOM,Tom West,NAD83 / UTM zone 9N,442021.49,7003642.59,1441.57,Historical,99.06,-90,1.03
TU041,UDDH,1970,TOM,Tom West,NAD83 / UTM zone 9N,442110.29,7003591.05,1443.16,Historical,3.96,0,63.13
TU042,UDDH,1970,TOM,Tom West,NAD83 / UTM zone 9N,442107.9,7003588.68,1443.16,Historical,16.15,0,197.7
TU043,UDDH,1970,TOM,Tom West,NAD83 / UTM zone 9N,442031.49,7003765.74,1442.35,Historical,8.23,0,70.7
TU044,UDDH,1970,TOM,Tom West,NAD83 / UTM zone 9N,442021.15,7003826.15,1441.75,Historical,9.14,0,62.78
TU045,UDDH,1970,TOM,Tom West,NAD83 / UTM zone 9N,441990.02,7003885.64,1441.46,Historical,11.28,0,62.95
TU046,UDDH,1970,TOM,Tom West,NAD83 / UTM zone 9N,442021.57,7003643.11,1441.64,Historical,137.77,-83,245.03
TU047,UDDH,1970,TOM,Tom West,NAD83 / UTM zone 9N,442004.05,7003576.25,1441.79,Historical,129.54,-60,65.03
TU048,UDDH,1970,TOM,Tom West,NAD83 / UTM zone 9N,442003.59,7003575.85,1441.79,Historical,71.63,-80,66.03
TU049,UDDH,1970,TOM,Tom West,NAD83 / UTM zone 9N,441973.85,7003907.12,1441.64,Historical,26.21,0,243.08
TU050,UDDH,1970,TOM,Tom West,NAD83 / UTM zone 9N,441951.71,7003966.71,1441.22,Historical,5.79,0,66.96
TU051,UDDH,1970,TOM,Tom West,NAD83 / UTM zone 9N,441946.3,7003965.02,1441.15,Historical,53.64,0,245.85
TU052,UDDH,1971,TOM,Tom West,NAD83 / UTM zone 9N,442007.13,7003518.74,1441.76,Historical,95.71,-50,66.03
TU053,UDDH,1970,TOM,Tom West,NAD83 / UTM zone 9N,441912.19,7004018.56,1440.95,Historical,24.69,0,246.85
TU054,UDDH,1970,TOM,Tom West,NAD83 / UTM zone 9N,441917.18,7004019.74,1440.9,Historical,18.29,0,67.46
TU055,UDDH,1970,TOM,Tom West,NAD83 / UTM zone 9N,441883.77,7004070.32,1441.61,Historical,20.12,0,65.18
TU056,UDDH,1970,TOM,Tom West,NAD83 / UTM zone 9N,441879.74,7004068.1,1441.51,Historical,4.27,0,247.81
TU057,UDDH,1970,TOM,Tom West,NAD83 / UTM zone 9N,442034.76,7003704.6,1442.53,Historical,18.9,0,66.66
TU058,UDDH,1970,TOM,Tom East,NAD83 / UTM zone 9N,442141.1,7004526.23,1441.05,Historical,162.46,-40,250.17
TU059,UDDH,1971,TOM,Tom East,NAD83 / UTM zone 9N,442014.6,7004293.13,1442.55,Historical,23.16,34,9.34
TU060,UDDH,1971,TOM,Tom West,NAD83 / UTM zone 9N,442006.16,7003516.78,1441.78,Historical,176.17,-80,66.03
TU061,UDDH,1971,TOM,Tom East,NAD83 / UTM zone 9N,442098.58,7004398.64,1442,Historical,15.24,0,240.39
TU062,UDDH,1971,TOM,Tom West,NAD83 / UTM zone 9N,442002.25,7003517.64,1442,Historical,245.67,-85,110.53
TU063,UDDH,1971,TOM,Tom West,NAD83 / UTM zone 9N,441936.16,7003481.56,1440,Historical,198.73,-85,65.03
TU063W1,UDDH,1971,TOM,Tom West,NAD83 / UTM zone 9N,441936.16,7003481.56,1443,Historical,303.58,-85,65.03
TU064,UDDH,1971,TOM,Tom West,NAD83 / UTM zone 9N,441936.5,7003482.73,1443,Historical,253.9,-75,43.03
TU065,UDDH,1981,TOM,Tom West,NAD83 / UTM zone 9N,441882.64,7004067.57,1442,Historical,100.96,-30,65.18
TU066,UDDH,1981,TOM,Tom West,NAD83 / UTM zone 9N,441882.64,7004067.57,1442,Historical,88.39,30,65.18
TU067,UDDH,1981,TOM,Tom West,NAD83 / UTM zone 9N,441977.96,7003907.58,1442,Historical,87.17,-38,65.03
TU068,UDDH,1981,TOM,Tom West,NAD83 / UTM zone 9N,441977.96,7003907.58,1442,Historical,46.33,10,65.03
TU069,UDDH,1981,TOM,Tom West,NAD83 / UTM zone 9N,442027.46,7003802.21,1442,Historical,70.71,-42,65.03
TU070,UDDH,1981,TOM,Tom West,NAD83 / UTM zone 9N,442046.24,7003674.75,1441.85,Historical,122.22,-41,68.39
TU071,UDDH,1981,TOM,Tom West,NAD83 / UTM zone 9N,442046.24,7003674.75,1443.4,Historical,23.47,10,65.03
TU072,UDDH,1981,TOM,Tom West,NAD83 / UTM zone 9N,442000.36,7004004,1416.19,Historical,76.81,0.19,105.22
TU073,UDDH,1981,TOM,Tom West,NAD83 / UTM zone 9N,442004.51,7003997.39,1415.23,Historical,60.96,-11.2,106.52
TU074,UDDH,1981,TOM,Tom West,NAD83 / UTM zone 9N,442003.88,7003996.45,1415.23,Historical,91.44,-10.65,150.05
TU075,UDDH,1981,TOM,Tom West,NAD83 / UTM zone 9N,442004.94,7003858.31,1440.87,Historical,122.22,-33.32,68.36
TU076,UDDH,1981,TOM,Tom West,NAD83 / UTM zone 9N,442027.58,7003802.26,1440.68,Historical,23.77,-42,68.65
TU077,UDDH,1981,TOM,Tom West,NAD83 / UTM zone 9N,442078.74,7003652.3,1442.64,Historical,150,-35.2,84.21
TU078,UDDH,1982,TOM,Tom West,NAD83 / UTM zone 9N,441913.53,7003687.35,1301.38,Historical,164.28,-85.26,78.26
TU079,UDDH,1982,TOM,Tom West,NAD83 / UTM zone 9N,441910.16,7003601.35,1303.71,Historical,138.07,-19.5,62.05
TYK001,DDH,2011,TOM,Tom West,NAD83 / UTM zone 9N,442054.1,7003743.46,1536.23,Historical,100,-65,71.03
TYK002,DDH,2011,TOM,Tom West,NAD83 / UTM zone 9N,442053.59,7003743.23,1536.33,Historical,129.5,-85,66.03
TYK003,DDH,2011,TOM,Tom West,NAD83 / UTM zone 9N,441916.08,7004015.95,1538.53,Historical,125,-80,66.03
TYK004,DDH,2011,TOM,Tom West,NAD83 / UTM zone 9N,441972.97,7003907.9,1535.95,Historical,86,-78,66.03
TYK005,DDH,2011,TOM,Tom West,NAD83 / UTM zone 9N,441805.19,7003964.76,1480.01,Historical,158.8,-45,65.68
TYK006,DDH,2011,TOM,Tom West,NAD83 / UTM zone 9N,441803.68,7003963.83,1479.6,Historical,196.74,-65,65.68
TYK007,DDH,2011,TOM,Tom West,NAD83 / UTM zone 9N,441803.28,7003963.84,1482.02,Historical,227,-80,65.68
TYK008,DDH,2011,TOM,Tom West,NAD83 / UTM zone 9N,441825.15,7003908.66,1484.17,Historical,177.62,-50,45.67
TYK009,DDH,2011,TOM,Tom West,NAD83 / UTM zone 9N,441824.96,7003908.59,1481.79,Historical,245,-80,55.67
TYK010,DDH,2011,TOM,Tom West,NAD83 / UTM zone 9N,441868.48,7003867.59,1492.28,Historical,180,-55,65.66
TYK011,DDH,2011,TOM,Tom West,NAD83 / UTM zone 9N,441868.48,7003867.59,1492.28,Historical,204.42,-78,71.03
